MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,N_Traffic,NE_Traffic,E_Traffic,SE_Traffic,S_Traffic,SW_Traffic,W_Traffic,NW_Traffic,Clogging?
1,1,4,OO,6497,N913SW,FAT,DEN,600,559,-1,145,179,132,844,945,13,925,958,33,Yes,Yes,No,Yes,No,No,No,No,No
1,1,4,WN,1155,N7751A,MDW,DEN,745,743,-2,165,159,145,895,917,5,930,922,-8,No,Yes,Yes,Yes,Yes,No,No,No,No
1,1,4,MQ,3649,N935MQ,MGM,DFW,630,,,135,,,622,,,845,,,No,No,Yes,No,Yes,No,Yes,Yes,No
1,1,4,UA,1220,N38458,TPA,DEN,820,818,-2,242,265,213,1506,1001,42,1022,1043,21,No,No,No,No,Yes,No,No,Yes,No
1,1,4,EV,6071,N14186,GUC,DEN,610,617,7,59,64,34,152,710,11,709,721,12,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
1,1,4,DL,1972,N3732J,AUS,JFK,800,813,13,208,195,173,1521,1221,7,1228,1228,0,No,No,No,No,No,Yes,No,Yes,No
1,1,4,UA,1222,N68452,MCO,LAX,555,557,2,341,343,310,2218,817,23,836,840,4,Yes,Yes,No,No,Yes,No,No,No,No
1,1,4,DL,1183,N987DL,ORF,ATL,700,701,1,120,123,88,516,859,5,900,904,4,No,Yes,No,No,Yes,No,Yes,No,No
1,1,4,EV,4948,N709EV,RIC,ATL,810,801,-9,115,97,79,481,929,9,1005,938,-27,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
1,1,4,NK,562,N510NK,LAX,LAS,613,608,-5,68,64,44,236,706,6,721,712,-9,No,Yes,No,No,Yes,Yes,No,No,No
1,1,4,UA,1237,N65832,SEA,IAH,545,541,-4,251,266,238,1874,1152,15,1156,1207,11,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes
1,1,4,DL,2183,N904DL,ATL,ORD,821,836,15,131,126,94,606,934,8,932,942,10,No,Yes,Yes,No,No,No,No,Yes,No
1,1,4,HA,155,N484HA,OGG,HNL,817,809,-8,35,36,24,100,839,6,852,845,-7,No,No,No,Yes,No,No,No,Yes,No
1,1,4,UA,561,N483UA,LGA,DEN,745,745,0,278,274,247,1620,1003,16,1023,1019,-4,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1,1,4,US,826,N252AU,PHL,CLT,824,817,-7,113,105,75,449,945,17,1017,1002,-15,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
1,1,4,MQ,3328,N640MQ,ACT,DFW,605,,,45,,,89,,,650,,,No,No,Yes,No,No,Yes,Yes,No,No
1,1,4,UA,1736,N76269,CLE,TPA,750,752,2,157,139,124,927,1006,5,1027,1011,-16,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1,1,4,OO,2582,N466SW,SJC,LAX,705,700,-5,85,72,50,308,802,10,830,812,-18,Yes,Yes,Yes,No,Yes,No,No,No,No
1,1,4,WN,531,N8626B,ISP,PBI,715,716,1,185,166,151,1052,956,6,1020,1002,-18,Yes,No,Yes,No,Yes,Yes,No,No,No
1,1,4,MQ,3322,N857MQ,ABI,DFW,815,,,60,,,158,,,915,,,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
1,1,4,DL,2648,N929AT,TPA,JFK,745,740,-5,156,146,129,1005,959,7,1021,1006,-15,No,Yes,No,Yes,No,No,Yes,Yes,No
1,1,4,AA,2307,N505AA,OMA,DFW,600,554,-6,120,131,91,583,755,10,800,805,5,No,Yes,No,Yes,Yes,No,No,No,No
1,1,4,OO,7370,N432SW,BJI,MSP,520,517,-3,60,72,34,199,622,7,620,629,9,No,No,No,Yes,No,Yes,No,Yes,No
1,1,4,MQ,3015,N825MQ,DFW,BTR,600,,,78,,,383,,,718,,,No,No,No,No,Yes,Yes,No,No,No
1,1,4,AS,39,N459AS,MSP,SEA,700,655,-5,225,216,197,1399,825,6,845,831,-14,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
1,1,4,OO,6604,N875AS,GJT,PHX,820,813,-7,111,127,75,438,952,28,1011,1020,9,No,Yes,No,Yes,Yes,No,No,No,No
1,1,4,DL,992,N332NB,MSN,DTW,845,1108,143,78,59,43,311,1302,5,1103,1307,124,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
1,1,4,MQ,3452,N624MQ,GNV,MIA,725,718,-7,73,62,48,294,816,4,838,820,-18,No,No,No,Yes,No,No,No,Yes,No
1,1,4,AA,2428,N5DEAA,LAX,DFW,800,757,-3,180,173,149,1235,1243,7,1300,1250,-10,Yes,No,Yes,No,No,No,No,Yes,No
1,1,4,NK,404,N529NK,FLL,ATL,740,739,-1,114,124,85,581,917,26,934,943,9,No,No,No,Yes,Yes,No,Yes,Yes,No
1,1,4,EV,4250,N12166,IAH,IND,735,740,5,137,115,99,844,1028,7,1052,1035,-17,No,No,No,No,Yes,Yes,No,Yes,No
1,1,4,UA,200,N772UA,GUM,HNL,710,801,51,430,435,409,3801,1903,13,1820,1916,56,Yes,Yes,No,No,No,No,No,Yes,No
1,1,4,DL,1073,N697DL,MSP,PDX,735,744,9,237,224,191,1426,922,6,932,928,-4,No,Yes,Yes,Yes,No,No,No,Yes,No
1,1,4,AA,31,N5ESAA,LAX,HNL,805,828,23,365,362,346,2556,1226,4,1210,1230,20,Yes,No,Yes,No,No,Yes,No,Yes,No
1,1,4,US,1752,N810AW,AUS,PHL,745,803,18,191,166,148,1430,1142,7,1156,1149,-7,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
1,1,4,UA,794,N837UA,IAD,ORD,742,739,-3,129,139,104,589,853,5,851,858,7,No,Yes,No,No,Yes,No,No,No,No
1,1,4,UA,207,N446UA,FLL,IAH,620,614,-6,171,172,150,965,801,5,811,806,-5,No,No,Yes,No,No,No,No,No,No
1,1,4,MQ,2930,N617MQ,ALO,ORD,710,702,-8,80,63,39,234,800,5,830,805,-25,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1,1,4,WN,386,N8637A,MCI,LAS,755,755,0,190,176,161,1139,846,5,905,851,-14,No,No,No,Yes,No,No,Yes,Yes,No
1,1,4,UA,1485,N39423,IAH,LAS,900,917,17,204,196,166,1222,1027,6,1024,1033,9,No,Yes,No,Yes,No,No,No,No,No
1,1,4,UA,1130,N37468,LAX,ORD,800,759,-1,250,223,198,1744,1327,15,1410,1342,-28,Yes,Yes,No,No,No,Yes,No,No,No
1,1,4,DL,1751,N3747D,MSP,LAS,858,855,-3,217,197,164,1299,1006,6,1035,1012,-23,No,Yes,No,Yes,No,No,Yes,Yes,No
1,1,4,MQ,3601,N530MQ,DTW,LGA,610,603,-7,105,87,68,502,723,7,755,730,-25,No,No,No,Yes,Yes,No,No,No,No
1,1,4,B6,27,N789JB,EWR,MCO,830,824,-6,177,167,140,937,1100,11,1127,1111,-16,No,No,No,No,Yes,No,No,Yes,No
1,1,4,MQ,2871,N645MQ,PNS,DFW,700,,,130,,,604,,,910,,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1,1,4,UA,1690,N64809,BOS,DEN,732,732,0,288,292,260,1754,1004,20,1020,1024,4,No,No,Yes,No,No,No,No,Yes,No
1,1,4,DL,1795,N3757D,LAS,JFK,700,654,-6,285,256,237,2248,1402,8,1445,1410,-35,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
1,1,4,OO,4974,N792SK,ATL,IAH,646,642,-4,136,147,121,689,759,10,802,809,7,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
1,1,4,DL,794,N371NB,MSP,SLC,858,858,0,181,155,129,991,1027,6,1059,1033,-26,No,No,Yes,Yes,Yes,No,Yes,No,No
1,1,4,AA,190,N3FHAA,JFK,ORD,800,801,1,175,176,133,740,931,26,955,957,2,Yes,No,No,Yes,Yes,No,No,No,No
1,1,4,US,1946,N915US,EWR,CLT,640,648,8,121,104,88,529,827,5,841,832,-9,No,Yes,Yes,No,No,No,No,Yes,No
1,1,4,AA,2430,N5CNAA,LAX,DFW,830,835,5,185,177,150,1235,1322,10,1335,1332,-3,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
1,1,4,WN,1432,N346SW,CMH,TPA,705,705,0,145,135,114,829,915,5,930,920,-10,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
1,1,4,UA,1509,N24702,IAD,IAH,808,812,4,208,218,192,1190,1040,10,1036,1050,14,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
1,1,4,OO,5306,N562SW,CLD,LAX,835,844,9,51,41,26,86,916,9,926,925,-1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1,1,4,US,582,N823AW,LAX,PHX,740,732,-8,94,82,60,370,944,10,1014,954,-20,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
1,1,4,B6,124,N943JB,LAX,JFK,815,814,-1,316,298,279,2475,1603,9,1631,1612,-19,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
1,1,4,AS,724,N612AS,SEA,SLC,635,625,-10,121,121,93,689,922,4,936,926,-10,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1,1,4,OO,2599,N435SW,DEN,LAX,545,658,73,150,133,112,862,801,10,715,811,56,No,No,No,Yes,No,Yes,Yes,Yes,No
1,1,4,WN,716,N931WN,PBI,ATL,745,745,0,110,106,82,545,922,9,935,931,-4,No,Yes,Yes,No,Yes,Yes,No,No,No
1,1,4,MQ,3439,N849MQ,DFW,TYS,730,,,113,,,772,,,1023,,,No,No,No,No,No,Yes,Yes,No,No
1,1,4,UA,1231,N17229,HNL,LAX,630,632,2,338,321,289,2556,1338,15,1408,1353,-15,No,No,Yes,Yes,No,Yes,Yes,No,No
1,1,4,AA,1159,N471AA,DFW,RDU,715,711,-4,150,139,121,1061,1026,4,1045,1030,-15,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
1,1,4,OO,5160,N794SK,OMA,IAH,550,605,15,140,146,120,781,821,10,810,831,21,No,No,No,Yes,Yes,No,No,No,No
1,1,4,AA,913,N3JVAA,DCA,MIA,600,605,5,157,151,130,919,827,9,837,836,-1,No,No,Yes,Yes,Yes,Yes,No,No,No
1,1,4,UA,422,N847UA,RNO,DEN,600,557,-3,130,147,120,804,919,5,910,924,14,Yes,No,Yes,No,No,Yes,Yes,No,No
1,1,4,US,591,N753US,PHX,SJC,820,856,36,116,115,95,621,949,2,916,951,35,No,No,Yes,Yes,No,No,No,No,No
1,1,4,UA,464,N434UA,BOS,EWR,651,652,1,86,69,45,200,750,11,817,801,-16,Yes,No,No,Yes,No,Yes,No,Yes,No
1,1,4,NK,111,N522NK,DTW,LAS,652,714,22,273,277,262,1749,847,4,825,851,26,No,No,Yes,No,No,No,Yes,Yes,No
1,1,4,WN,903,N903WN,TPA,BWI,815,810,-5,140,130,108,842,1007,13,1035,1020,-15,No,Yes,Yes,Yes,Yes,No,No,No,No
1,1,4,DL,1836,N905DL,CHS,ATL,730,729,-1,77,68,46,259,834,3,847,837,-10,No,Yes,Yes,Yes,No,No,No,Yes,No
1,1,4,B6,730,N621JB,BQN,MCO,419,423,4,174,163,148,1129,602,4,613,606,-7,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
1,1,4,DL,985,N352NW,LAS,SLC,615,609,-6,86,79,60,368,822,6,841,828,-13,No,No,Yes,No,Yes,Yes,No,No,No
1,1,4,AA,2357,N484AA,BNA,DFW,725,724,-1,135,146,113,631,940,10,940,950,10,No,Yes,No,No,Yes,No,Yes,No,No
1,1,4,B6,1109,N651JB,BOS,JAX,700,913,133,188,186,156,1010,1216,3,1008,1219,131,No,Yes,Yes,No,Yes,No,No,No,No
1,1,4,DL,2190,N900DE,JFK,MIA,810,808,-2,202,205,155,1089,1128,5,1132,1133,1,No,No,No,No,No,Yes,Yes,No,No
1,1,4,OO,5381,N937SW,STC,ORD,630,623,-7,86,100,52,394,752,11,756,803,7,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
1,1,4,AS,60,N796AS,JNU,KTN,723,719,-4,67,79,40,234,834,4,830,838,8,No,No,Yes,No,No,Yes,No,Yes,No
1,1,4,B6,99,N274JB,BDL,DCA,615,607,-8,100,85,67,313,727,5,755,732,-23,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
1,1,4,WN,701,N419WN,BUR,LAS,755,853,58,60,59,41,223,943,9,855,952,57,Yes,No,Yes,No,No,No,Yes,Yes,No
1,1,4,EV,6188,N11551,CRW,ORD,815,829,14,90,115,78,416,917,7,845,924,39,No,No,No,No,No,No,No,Yes,No
1,1,4,F9,429,N939FR,ATL,DEN,859,915,16,207,201,181,1199,1027,9,1026,1036,10,No,Yes,Yes,No,No,Yes,No,No,No
1,1,4,WN,3835,N8654B,CMH,RSW,710,725,15,160,142,127,930,942,5,950,947,-3,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
1,1,4,WN,1688,N969WN,MDW,SFO,845,850,5,300,270,247,1855,1107,13,1145,1120,-25,No,No,Yes,Yes,No,Yes,No,No,No
1,1,4,EV,4646,N29917,CHS,EWR,545,540,-5,116,122,91,628,737,5,741,742,1,No,No,No,Yes,Yes,Yes,No,No,No
1,1,4,US,584,N817AW,CLE,PHX,745,740,-5,269,280,263,1737,1014,6,1014,1020,6,Yes,No,No,Yes,Yes,No,Yes,No,No
1,1,4,OO,5330,N652BR,EAU,ORD,600,552,-8,79,58,43,268,644,6,719,650,-29,No,No,No,No,Yes,No,No,Yes,No
1,1,4,DL,2611,N623DL,DTW,PBI,800,754,-6,185,183,135,1086,1048,9,1105,1057,-8,No,No,No,Yes,Yes,No,No,No,No
1,1,4,DL,1249,N309US,DTW,EWR,845,840,-5,113,82,64,488,955,7,1038,1002,-36,Yes,No,No,Yes,No,Yes,No,No,No
1,1,4,B6,1600,N351JB,BOS,DCA,600,552,-8,107,92,72,399,721,3,747,724,-23,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
1,1,4,AA,1487,N505AA,OMA,DFW,850,,,125,,,583,,,1055,,,No,Yes,No,No,No,Yes,Yes,No,No
1,1,4,F9,903,N949FR,TTN,FLL,830,849,19,196,161,147,1026,1126,4,1146,1130,-16,No,No,Yes,Yes,No,Yes,No,No,No
1,1,4,F9,520,N207FR,DEN,CLE,843,841,-2,167,185,138,1201,1311,35,1330,1346,16,No,Yes,No,No,No,Yes,Yes,No,No
1,1,4,WN,2851,N217JC,BDL,FLL,705,703,-2,195,183,164,1173,954,12,1020,1006,-14,Yes,No,No,No,Yes,No,No,Yes,No
1,1,4,WN,411,N8614M,SAN,AUS,830,825,-5,165,162,144,1164,1301,6,1315,1307,-8,No,No,No,No,No,No,No,Yes,No
1,1,4,F9,1376,N213FR,IAD,MIA,820,818,-2,165,151,130,921,1044,5,1105,1049,-16,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
1,1,4,AA,1125,N3KCAA,DTW,DFW,615,,,185,,,986,,,820,,,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
1,1,4,OO,5477,N948SW,SBA,LAX,831,822,-9,54,79,28,89,857,44,925,941,16,Yes,No,No,No,Yes,Yes,No,No,No
1,1,4,MQ,3474,N531MQ,BNA,LGA,810,800,-10,130,133,93,764,1042,31,1120,1113,-7,No,Yes,Yes,No,No,Yes,No,Yes,No
1,1,4,MQ,2993,N626MQ,TVC,ORD,825,827,2,90,57,43,224,817,7,855,824,-31,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
1,1,4,UA,1683,N45905,IAH,DEN,900,902,2,152,154,111,862,1028,8,1032,1036,4,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
1,1,4,DL,1398,N752AT,LAX,SEA,845,842,-3,172,162,132,954,1119,5,1137,1124,-13,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes
1,1,4,OO,6241,N786SK,OKC,SFO,740,743,3,232,222,179,1384,917,8,932,925,-7,No,No,Yes,No,Yes,No,No,No,No
1,1,4,B6,569,N649JB,BOS,FLL,730,726,-4,217,196,174,1237,1034,8,1107,1042,-25,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1,1,4,B6,465,N828JB,BOS,RSW,830,829,-1,223,216,198,1249,1201,4,1213,1205,-8,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
1,1,4,WN,1711,N8325D,HOU,LAX,855,852,-3,225,210,191,1390,1011,11,1040,1022,-18,Yes,No,No,Yes,Yes,No,No,Yes,No
1,1,4,WN,844,N224WN,DEN,ATL,850,852,2,165,160,142,1199,1325,7,1335,1332,-3,No,No,No,Yes,Yes,Yes,No,Yes,No
1,1,4,NK,301,N626NK,BWI,FLL,645,649,4,157,142,125,925,905,6,922,911,-11,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
1,1,4,AS,415,N413AS,PDX,SEA,700,658,-2,50,61,28,129,748,11,750,759,9,Yes,No,Yes,No,No,No,No,Yes,No
1,1,4,DL,2480,N979AT,MDT,ATL,625,619,-6,146,117,97,620,811,5,851,816,-35,Yes,No,No,No,No,Yes,Yes,No,No
1,1,4,DL,810,N314NB,IAH,ATL,725,722,-3,121,100,83,689,956,6,1026,1002,-24,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1,1,4,AA,1680,N5CEAA,LAS,DFW,805,805,0,160,154,133,1055,1231,8,1245,1239,-6,No,Yes,No,Yes,No,Yes,Yes,No,No
1,1,4,UA,1224,N87531,SFO,LAX,600,605,5,88,72,52,337,708,9,728,717,-11,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
1,1,4,UA,1119,N69810,GEG,DEN,545,542,-3,139,136,107,836,850,8,904,858,-6,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
1,1,4,DL,1498,N958AT,FLL,LGA,700,700,0,174,163,143,1076,937,6,954,943,-11,Yes,No,No,Yes,No,Yes,No,No,No
1,1,4,MQ,3194,N503MQ,OKC,ORD,740,757,17,130,129,81,693,949,17,950,1006,16,No,No,Yes,Yes,Yes,Yes,No,No,No
1,1,4,UA,1494,N57869,EWR,IAH,724,736,12,232,224,197,1400,1012,8,1016,1020,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
1,1,4,EV,4506,N12552,MLU,IAH,612,641,29,73,72,58,262,742,11,725,753,28,No,Yes,No,Yes,Yes,No,No,Yes,No
1,1,4,OO,4624,N822SK,FAT,SLC,622,620,-2,108,122,83,501,918,4,910,922,12,No,No,Yes,Yes,Yes,Yes,No,No,No
1,1,4,AS,477,N453AS,LAX,SEA,600,555,-5,170,166,141,954,837,4,850,841,-9,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1,1,4,WN,931,N8634A,ATL,MDW,735,731,-4,125,111,93,591,817,5,840,822,-18,Yes,No,No,No,Yes,Yes,No,Yes,No
1,1,4,UA,1010,N17105,MCO,EWR,845,850,5,154,155,131,937,1115,10,1119,1125,6,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
1,1,4,WN,416,N438WN,STL,BNA,840,832,-8,60,54,41,272,921,5,940,926,-14,No,No,No,Yes,Yes,Yes,Yes,No,No
1,1,4,B6,269,N834JB,BOS,FLL,611,607,-4,213,197,174,1237,918,6,944,924,-20,No,No,Yes,No,Yes,No,No,Yes,No
1,1,4,AA,1345,N439AA,TUL,DFW,600,556,-4,75,68,48,237,656,8,715,704,-11,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
1,1,4,OO,5292,N971SW,DLH,ORD,600,556,-4,96,96,58,397,725,7,736,732,-4,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
1,1,4,B6,2191,N507JB,BOS,TPA,710,708,-2,215,198,174,1185,1021,5,1045,1026,-19,Yes,No,No,Yes,No,Yes,No,Yes,No
1,1,4,EV,5283,N900EV,EVV,DTW,840,833,-7,84,79,59,363,1046,6,1104,1052,-12,Yes,Yes,No,No,Yes,No,No,No,No
1,1,4,NK,695,N531NK,BWI,LAS,810,818,8,322,339,327,2106,1052,5,1032,1057,25,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
1,1,4,WN,660,N275WN,SJU,TPA,630,629,-1,190,194,173,1237,838,5,840,843,3,Yes,Yes,No,No,No,Yes,No,No,No
1,1,4,DL,1625,N810DN,BWI,ATL,740,750,10,126,106,86,577,933,3,946,936,-10,No,No,No,No,Yes,Yes,Yes,No,No
1,1,4,AA,2204,N3GKAA,MSY,MIA,600,555,-5,109,101,82,675,829,7,849,836,-13,No,Yes,No,Yes,No,No,Yes,Yes,No
1,1,4,EV,4418,N14153,PNS,IAH,626,620,-6,106,108,89,489,759,9,812,808,-4,Yes,Yes,Yes,No,Yes,No,No,No,No
1,1,4,DL,400,N381DN,PDX,JFK,700,657,-3,313,288,268,2454,1438,7,1513,1445,-28,Yes,No,No,No,No,No,No,Yes,No
1,1,4,DL,1867,N934AT,TUL,ATL,600,555,-5,118,99,80,674,830,4,858,834,-24,No,Yes,No,No,No,Yes,Yes,Yes,No
1,1,4,MQ,2969,N630MQ,CVG,ORD,830,828,-2,90,76,53,265,839,5,900,844,-16,Yes,No,No,Yes,No,No,No,Yes,No
1,1,4,OO,6224,N956SW,RDM,DEN,550,549,-1,143,150,130,898,911,8,913,919,6,No,No,No,Yes,No,Yes,Yes,No,No
1,1,4,WN,668,N205WN,OAK,PDX,900,857,-3,100,93,83,543,1027,3,1040,1030,-10,Yes,No,Yes,No,No,No,Yes,Yes,No
1,1,4,DL,1946,N333NW,DEN,LGA,730,724,-6,229,205,167,1620,1239,10,1319,1249,-30,Yes,No,No,Yes,Yes,No,No,No,No
1,1,4,OO,6235,N114SY,AUS,SFO,600,556,-4,249,237,213,1504,750,3,809,753,-16,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
1,1,4,DL,2339,N339NW,PBI,LGA,800,758,-2,163,156,139,1035,1028,6,1043,1034,-9,No,No,No,No,No,Yes,Yes,Yes,No
1,1,4,AS,454,N442AS,SEA,LAX,610,611,1,155,150,122,954,832,9,845,841,-4,Yes,Yes,No,Yes,No,No,Yes,No,No
1,1,4,DL,1984,N946DN,AUS,ATL,630,625,-5,127,110,93,813,911,4,937,915,-22,No,Yes,No,No,Yes,No,No,Yes,No
1,1,4,WN,925,N918WN,RNO,SAN,815,932,77,95,80,66,488,1049,3,950,1052,62,No,No,No,Yes,Yes,No,Yes,No,No
1,1,4,EV,4524,N14974,LFT,IAH,700,707,7,65,70,52,201,809,8,805,817,12,Yes,Yes,No,No,Yes,No,Yes,No,No
1,1,4,VX,474,N525VA,LAX,LAS,750,745,-5,70,59,47,236,840,4,900,844,-16,Yes,No,Yes,No,Yes,No,No,Yes,No
1,1,4,B6,22,N521JB,PBI,BOS,715,709,-6,174,187,168,1197,1006,10,1009,1016,7,No,Yes,Yes,Yes,Yes,No,No,No,No
1,1,4,WN,851,N932WN,BWI,CLT,830,828,-2,95,101,71,361,1001,8,1005,1009,4,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
1,1,4,WN,603,N461WN,SAN,MDW,620,617,-3,250,224,200,1728,1154,7,1230,1201,-29,Yes,Yes,Yes,No,No,No,No,Yes,No
1,1,4,UA,1531,N27908,IAH,SFO,720,720,0,254,227,205,1635,900,7,934,907,-27,No,Yes,No,No,No,No,No,Yes,No
1,1,4,DL,1893,N523US,DTW,ATL,845,1010,85,136,107,84,594,1152,5,1101,1157,56,No,Yes,No,No,Yes,No,Yes,No,No
1,1,4,UA,214,N454UA,PBI,IAH,600,555,-5,170,172,146,956,738,9,750,747,-3,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
1,1,4,US,852,N715UW,JAX,CLT,700,655,-5,87,72,53,328,802,5,827,807,-20,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
1,1,4,WN,2868,N8609A,DAL,DCA,800,758,-2,165,135,122,1184,1108,5,1145,1113,-32,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
1,1,4,DL,1056,N922DX,SJC,MSP,639,634,-5,231,234,214,1576,1222,6,1230,1228,-2,Yes,No,No,No,Yes,No,Yes,Yes,No
1,1,4,DL,1608,N322NB,DEN,MSP,905,903,-2,125,110,90,680,1144,9,1210,1153,-17,Yes,No,Yes,No,No,No,No,No,No
1,1,4,DL,2316,N707TW,DTW,LAS,840,834,-6,290,276,253,1749,1004,6,1030,1010,-20,No,No,No,Yes,No,Yes,No,No,No
1,1,4,AA,1515,N3HMAA,LAX,ORD,600,557,-3,245,222,202,1744,1132,7,1205,1139,-26,No,No,No,No,No,Yes,Yes,No,No
1,1,4,AA,1695,N3KBAA,MCO,MIA,730,724,-6,62,59,36,192,816,7,832,823,-9,Yes,Yes,Yes,No,No,No,Yes,No,No
1,1,4,AA,289,N3FAAA,BOS,ORD,750,743,-7,180,183,158,867,938,8,950,946,-4,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
1,1,4,WN,713,N419WN,LAS,BUR,730,722,-8,65,59,45,223,818,3,835,821,-14,Yes,No,No,No,Yes,Yes,No,No,No
1,1,4,MQ,3040,N649MQ,GCK,DFW,725,,,85,,,404,,,850,,,No,Yes,No,Yes,Yes,No,No,Yes,No
1,1,4,DL,1088,N682DA,ANC,MSP,600,557,-3,317,280,266,2519,1334,3,1417,1337,-40,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
1,1,4,AA,378,N3BGAA,SJU,MIA,605,557,-8,165,184,147,1045,741,20,750,801,11,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes
1,1,4,UA,1083,N75851,IAD,LAX,830,839,9,340,330,307,2288,1058,11,1110,1109,-1,No,No,Yes,Yes,Yes,No,Yes,No,No
1,1,4,MQ,3362,N507MQ,MAF,DFW,845,,,80,,,309,,,1005,,,No,Yes,Yes,Yes,No,No,No,No,No
1,1,4,OO,5318,N946SW,CMX,ORD,600,,,87,,,359,,,627,,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
1,1,4,UA,250,N468UA,PDX,IAD,811,807,-4,292,279,262,2327,1541,5,1603,1546,-17,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
1,1,4,WN,1847,N470WN,PVD,MCO,800,757,-3,185,173,160,1072,1045,5,1105,1050,-15,No,Yes,Yes,No,Yes,Yes,No,No,No
1,1,4,UA,1480,N26215,MIA,EWR,745,744,-1,182,171,154,1085,1028,7,1047,1035,-12,Yes,Yes,No,No,No,Yes,No,No,No
1,1,4,OO,7367,N438SW,DTW,APN,830,821,-9,73,68,46,198,924,5,943,929,-14,No,No,No,No,No,No,No,No,No
1,1,4,WN,3473,N457WN,MDW,LGA,855,851,-4,120,117,88,725,1131,17,1155,1148,-7,No,No,Yes,No,Yes,Yes,Yes,No,No
1,1,4,B6,816,N337JB,BUF,BOS,810,805,-5,85,84,52,395,919,10,935,929,-6,No,Yes,No,No,Yes,Yes,No,Yes,No
1,1,4,MQ,3197,N523MQ,CID,DFW,730,727,-3,135,138,106,685,928,17,945,945,0,No,Yes,Yes,Yes,No,No,No,Yes,No
1,1,4,MQ,2912,N526MQ,STL,LGA,800,757,-3,140,157,106,888,1057,37,1120,1134,14,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
1,1,4,MQ,3568,N528MQ,CMH,LGA,615,610,-5,95,80,63,479,724,6,750,730,-20,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
